id,name,documents_url,announcement_url,notices_url
dist-24-jamnagar-coll,Jamnagar District Collectorate,https://jamnagar.nic.in/documents/,,
dist-24-junagadh-coll,Junagadh District Collectorate,https://junagadh.nic.in/documents/,,
dist-24-kachchh-coll,Kachchh District Collectorate,https://kachchh.nic.in/documents/,,
dist-24-kheda-coll,Kheda District Collectorate,https://kheda.nic.in/documents/,,
dist-24-mahesana-coll,Mahesana District Collectorate,https://mahesana.nic.in/documents/,,
dist-24-mahisagar-coll,Mahisagar District Collectorate,https://mahisagar.gujarat.gov.in/documents/,https://mahisagar.gujarat.gov.in/notice_category/announcement/,https://mahisagar.gujarat.gov.in/notice_category/notices/
dist-24-morbi-coll,Morbi District Collectorate,https://morbi.gujarat.gov.in/documents/,https://morbi.gujarat.gov.in/notice_category/announcement/,https://morbi.gujarat.gov.in/notice_category/notices/
dist-24-narmada-coll,Narmada District Collectorate,https://narmada.nic.in/documents/,,
dist-24-navsari-coll,Navsari District Collectorate,https://navsari.nic.in/documents/,,
dist-24-panch_mahals-coll,Panch Mahals District Collectorate,https://panchmahals.nic.in/documents/,,
dist-24-patan-coll,Patan District Collectorate,https://patan.nic.in/documents/,,
dist-24-porbandar-coll,Porbandar District Collectorate,https://porbandar.nic.in/documents/,,
dist-24-rajkot-coll,Rajkot District Collectorate,https://rajkot.nic.in/documents/,,
dist-24-sabar_kantha-coll,Sabar Kantha District Collectorate,https://sabarkantha.nic.in/documents/,,
dist-24-surat-coll,Surat District Collectorate,https://surat.nic.in/documents/,,
dist-24-surendranagar-coll,Surendranagar District Collectorate,https://surendranagar.nic.in/documents/,,
dist-24-tapi-coll,Tapi District Collectorate,https://tapi.nic.in/documents/,,
dist-24-vadodara-coll,Vadodara District Collectorate,https://vadodara.nic.in/documents/,,
dist-24-valsad-coll,Valsad District Collectorate,https://valsad.nic.in/documents/,,
dist-6-ambala-coll,Ambala District Collectorate,https://ambala.gov.in/documents/,,
dist-6-bhiwani-coll,Bhiwani District Collectorate,https://bhiwani.gov.in/documents/,,
dist-6-faridabad-coll,Faridabad District Collectorate,https://faridabad.nic.in/documents/,,
dist-6-fatehabad-coll,Fatehabad District Collectorate,https://fatehabad.nic.in/documents/,,
dist-6-gurugram-coll,Gurugram District Collectorate,https://gurugram.gov.in/documents/,,
dist-6-hisar-coll,Hisar District Collectorate,https://hisar.gov.in/documents/,,
dist-6-jhajjar-coll,Jhajjar District Collectorate,https://jhajjar.nic.in/documents/,,
dist-6-jind-coll,Jind District Collectorate,https://jind.gov.in/documents/,,
dist-6-kaithal-coll,Kaithal District Collectorate,https://kaithal.gov.in/documents/,,
dist-6-karnal-coll,Karnal District Collectorate,https://karnal.gov.in/documents/,,
dist-6-kurukshetra-coll,Kurukshetra District Collectorate,,,
dist-6-mahendragarh-coll,Mahendragarh District Collectorate,https://mahendragarh.gov.in/documents/,,
dist-6-nuh-coll,Nuh District Collectorate,https://nuh.gov.in/documents/,,
dist-6-palwal-coll,Palwal District Collectorate,https://palwal.gov.in/documents/,,
dist-6-panchkula-coll,Panchkula District Collectorate,https://panchkula.nic.in/documents/,,
dist-6-panipat-coll,Panipat District Collectorate,https://panipat.gov.in/documents/,,
dist-6-rewari-coll,Rewari District Collectorate,https://rewari.gov.in/documents/,,
dist-6-rohtak-coll,Rohtak District Collectorate,https://rohtak.gov.in/documents/,,
dist-6-sirsa-coll,Sirsa District Collectorate,https://sirsa.gov.in/documents/,,
dist-6-sonipat-coll,Sonipat District Collectorate,https://sonipat.gov.in/documents/,,
dist-6-yamunanagar-coll,Yamunanagar District Collectorate,https://yamunanagar.nic.in/documents/,,
dist-2-bilaspur-coll,Bilaspur District Collectorate,https://bilaspur.gov.in/documents/,,
dist-2-chamba-coll,Chamba District Collectorate,https://hpchamba.nic.in/documents/,,
dist-2-hamirpur-coll,Hamirpur District Collectorate,https://hphamirpur.nic.in/documents/,,
dist-2-kangra-coll,Kangra District Collectorate,https://hpkangra.nic.in/documents/,,
dist-2-kinnaur-coll,Kinnaur District Collectorate,https://hpkinnaur.nic.in/documents/,https://hpkinnaur.nic.in/notice_category/announcement/,
dist-2-kullu-coll,Kullu District Collectorate,https://hpkullu.nic.in/documents/,,
dist-2-lahaul_and_spiti-coll,Lahaul And Spiti District Collectorate,https://hplahaulspiti.nic.in/documents/,,
dist-2-mandi-coll,Mandi District Collectorate,https://hpmandi.nic.in/documents/,,
dist-2-shimla-coll,Shimla District Collectorate,https://hpshimla.nic.in/documents/,,
dist-2-sirmaur-coll,Sirmaur District Collectorate,https://hpsirmaur.nic.in/documents/,,
dist-2-solan-coll,Solan District Collectorate,https://hpsolan.nic.in/documents/,,
dist-2-una-coll,Una District Collectorate,https://hpuna.nic.in/documents/,,
dist-1-anantnag-coll,Anantnag District Collectorate,https://anantnag.nic.in/documents/,,
dist-1-bandipora-coll,Bandipora District Collectorate,https://bandipore.nic.in/documents/,,
dist-1-baramulla-coll,Baramulla District Collectorate,https://baramulla.nic.in/documents/,,
dist-1-budgam-coll,Budgam District Collectorate,https://budgam.nic.in/documents/,,
dist-1-doda-coll,Doda District Collectorate,https://doda.nic.in/documents/,,https://doda.nic.in/en/notice_category/notices/
dist-1-ganderbal-coll,Ganderbal District Collectorate,https://ganderbal.nic.in/documents/,,
dist-1-jammu-coll,Jammu District Collectorate,https://jammu.nic.in/documents/,,
dist-1-kathua-coll,Kathua District Collectorate,https://kathua.nic.in/documents/,,
dist-1-kishtwar-coll,Kishtwar District Collectorate,https://kishtwar.nic.in/documents/,,
dist-1-kulgam-coll,Kulgam District Collectorate,https://kulgam.nic.in/documents/,,
dist-1-kupwara-coll,Kupwara District Collectorate,https://kupwara.nic.in/documents/,,
dist-1-poonch-coll,Poonch District Collectorate,https://poonch.nic.in/documents/,,
dist-1-pulwama-coll,Pulwama District Collectorate,,,
dist-1-rajouri-coll,Rajouri District Collectorate,https://rajouri.nic.in/documents/,,
dist-1-ramban-coll,Ramban District Collectorate,https://ramban.gov.in/documents/,,
dist-1-reasi-coll,Reasi District Collectorate,https://reasi.nic.in/documents/,,
dist-1-samba-coll,Samba District Collectorate,,,
dist-1-shopian-coll,Shopian District Collectorate,https://shopian.nic.in/documents/,,https://shopian.nic.in/notice_category/notices/
dist-1-srinagar-coll,Srinagar District Collectorate,https://srinagar.nic.in/documents/,,https://srinagar.nic.in/notice_category/notices/
dist-1-udhampur-coll,Udhampur District Collectorate,https://udhampur.nic.in/documents/,,
dist-20-bokaro-coll,Bokaro District Collectorate,https://bokaro.nic.in/documents/,https://bokaro.nic.in/notice_category/announcement/,
dist-20-chatra-coll,Chatra District Collectorate,https://chatra.nic.in/documents/,,
dist-20-deoghar-coll,Deoghar District Collectorate,https://deoghar.nic.in/documents/,,
dist-20-dhanbad-coll,Dhanbad District Collectorate,https://dhanbad.nic.in/documents/,,
dist-20-dumka-coll,Dumka District Collectorate,https://dumka.nic.in/documents/,,
dist-20-east_singhbum-coll,East Singhbum District Collectorate,https://jamshedpur.nic.in/documents/,,
dist-20-garhwa-coll,Garhwa District Collectorate,https://garhwa.nic.in/documents/,,
dist-20-giridih-coll,Giridih District Collectorate,https://giridih.nic.in/documents/,,
dist-20-godda-coll,Godda District Collectorate,https://godda.nic.in/documents/,,
dist-20-gumla-coll,Gumla District Collectorate,https://gumla.nic.in/documents/,,
dist-20-hazaribagh-coll,Hazaribagh District Collectorate,https://hazaribag.nic.in/documents/,,
dist-20-jamtara-coll,Jamtara District Collectorate,https://jamtara.nic.in/documents/,,
dist-20-khunti-coll,Khunti District Collectorate,https://khunti.nic.in/documents/,,
dist-20-koderma-coll,Koderma District Collectorate,https://koderma.nic.in/documents/,,
dist-20-latehar-coll,Latehar District Collectorate,https://latehar.nic.in/documents/,,https://latehar.nic.in/notice_category/notices/
dist-20-lohardaga-coll,Lohardaga District Collectorate,https://lohardaga.nic.in/documents/,,
dist-20-pakur-coll,Pakur District Collectorate,https://pakur.nic.in/documents/,,https://pakur.nic.in/notice_category/notices/
dist-20-palamu-coll,Palamu District Collectorate,,,
dist-20-ramgarh-coll,Ramgarh District Collectorate,https://ramgarh.nic.in/documents/,,
dist-20-ranchi-coll,Ranchi District Collectorate,https://ranchi.nic.in/documents/,,
dist-20-sahebganj-coll,Sahebganj District Collectorate,https://sahibganj.nic.in/documents/,,
dist-20-saraikela_kharsawan-coll,Saraikela Kharsawan District Collectorate,https://seraikela.nic.in/documents/,,
dist-20-simdega-coll,Simdega District Collectorate,https://simdega.nic.in/documents/,,
dist-20-west_singhbhum-coll,West Singhbhum District Collectorate,https://chaibasa.nic.in/documents/,,
dist-29-bagalkote-coll,Bagalkote District Collectorate,https://bagalkot.nic.in/documents/,,
dist-29-ballari-coll,Ballari District Collectorate,https://ballari.nic.in/documents/,,
dist-29-belagavi-coll,Belagavi District Collectorate,https://belagavi.nic.in/documents/,,https://belagavi.nic.in/notice_category/notices/
dist-29-bengaluru_rural-coll,Bengaluru Rural District Collectorate,https://bangalorerural.nic.in/documents/,,
dist-29-bengaluru_urban-coll,Bengaluru Urban District Collectorate,https://bengaluruurban.nic.in/documents/,,
dist-29-bidar-coll,Bidar District Collectorate,https://bidar.nic.in/documents/,,
dist-29-chamarajanagara-coll,Chamarajanagara District Collectorate,https://chamrajnagar.nic.in/documents/,,https://chamrajnagar.nic.in/notice_category/notices/
dist-29-chikkaballapura-coll,Chikkaballapura District Collectorate,https://chikkaballapur.nic.in/documents/,,
dist-29-chikkamagaluru-coll,Chikkamagaluru District Collectorate,https://chikkamagaluru.nic.in/documents/,,https://chikkamagaluru.nic.in/notice_category/notices/
dist-29-chitradurga-coll,Chitradurga District Collectorate,,,
dist-29-dakshina_kannada-coll,Dakshina Kannada District Collectorate,https://dk.nic.in/documents/,,
dist-29-dharwad-coll,Dharwad District Collectorate,https://dharwad.nic.in/documents/,https://dharwad.nic.in/notice_category/announcement/,https://dharwad.nic.in/notice_category/notices/
dist-29-gadag-coll,Gadag District Collectorate,https://gadag.nic.in/documents/,,
dist-29-hassan-coll,Hassan District Collectorate,https://hassan.nic.in/documents/,,
dist-29-haveri-coll,Haveri District Collectorate,https://haveri.nic.in/documents/,,
dist-29-kalaburagi-coll,Kalaburagi District Collectorate,https://kalaburagi.nic.in/documents/,,
dist-29-kodagu-coll,Kodagu District Collectorate,https://kodagu.nic.in/documents/,,
dist-29-kolar-coll,Kolar District Collectorate,https://kolar.nic.in/documents/,,
dist-29-koppal-coll,Koppal District Collectorate,https://koppal.nic.in/documents/,,
dist-29-mandya-coll,Mandya District Collectorate,https://mandya.nic.in/documents/,,
dist-29-mysuru-coll,Mysuru District Collectorate,https://mysore.nic.in/documents/,,
dist-29-raichur-coll,Raichur District Collectorate,https://raichur.nic.in/documents/,,
dist-29-shivamogga-coll,Shivamogga District Collectorate,https://shimoga.nic.in/documents/,,
dist-29-tumakuru-coll,Tumakuru District Collectorate,https://tumkur.nic.in/documents/,,
dist-29-udupi-coll,Udupi District Collectorate,https://udupi.nic.in/documents/,,
dist-29-uttara_kannada-coll,Uttara Kannada District Collectorate,https://uttarakannada.nic.in/documents/,,
dist-29-vijayanagar-coll,Vijayanagar District Collectorate,https://vijayanagara.nic.in/documents/,,
dist-29-vijayapura-coll,Vijayapura District Collectorate,https://vijayapura.nic.in/documents/,,https://vijayapura.nic.in/notice_category/notices/
dist-29-yadgir-coll,Yadgir District Collectorate,https://yadgir.nic.in/documents/,,https://yadgir.nic.in/notice_category/notices/
dist-32-alappuzha-coll,Alappuzha District Collectorate,https://alappuzha.nic.in/documents/,,
dist-32-ernakulam-coll,Ernakulam District Collectorate,,,
dist-32-idukki-coll,Idukki District Collectorate,https://idukki.nic.in/documents/,,
dist-32-kannur-coll,Kannur District Collectorate,https://kannur.nic.in/documents/,,
dist-32-kasaragod-coll,Kasaragod District Collectorate,https://kasargod.nic.in/documents/,,
dist-32-kollam-coll,Kollam District Collectorate,https://kollam.nic.in/documents/,,
dist-32-kottayam-coll,Kottayam District Collectorate,https://kottayam.nic.in/documents/,,
dist-32-kozhikode-coll,Kozhikode District Collectorate,https://kozhikode.nic.in/documents/,,
dist-32-malappuram-coll,Malappuram District Collectorate,https://malappuram.nic.in/documents/,,
dist-32-palakkad-coll,Palakkad District Collectorate,https://palakkad.nic.in/documents/,,
dist-32-pathanamthitta-coll,Pathanamthitta District Collectorate,https://pathanamthitta.nic.in/documents/,,
dist-32-thiruvananthapuram-coll,Thiruvananthapuram District Collectorate,https://trivandrum.nic.in/documents/,,
dist-32-thrissur-coll,Thrissur District Collectorate,https://thrissur.nic.in/documents/,,
dist-32-wayanad-coll,Wayanad District Collectorate,https://wayanad.gov.in/documents/,https://wayanad.gov.in/notice_category/announcement/,
dist-37-kargil-coll,Kargil District Collectorate,https://kargil.nic.in/documents/,,
dist-37-leh_ladakh-coll,Leh Ladakh District Collectorate,https://leh.nic.in/documents/,,
dist-31-lakshadweep_district-coll,Lakshadweep District District Collectorate,https://lakshadweep.gov.in/district-panchayath/documents/,,
dist-23-agar_malwa-coll,Agar-Malwa District Collectorate,https://agarmalwa.nic.in/documents/,,
dist-23-alirajpur-coll,Alirajpur District Collectorate,https://alirajpur.nic.in/documents/,,
dist-23-anuppur-coll,Anuppur District Collectorate,https://anuppur.nic.in/en/documents/,,
dist-23-ashoknagar-coll,Ashoknagar District Collectorate,https://ashoknagar.nic.in/documents/,,
dist-23-balaghat-coll,Balaghat District Collectorate,https://balaghat.nic.in/documents/,,
dist-23-barwani-coll,Barwani District Collectorate,https://barwani.nic.in/documents/,,
dist-23-betul-coll,Betul District Collectorate,https://betul.nic.in/documents/,,
dist-23-bhind-coll,Bhind District Collectorate,https://bhind.nic.in/documents/,,
dist-23-bhopal-coll,Bhopal District Collectorate,https://bhopal.nic.in/documents/,,
dist-23-burhanpur-coll,Burhanpur District Collectorate,https://burhanpur.nic.in/documents/,https://burhanpur.nic.in/notice_category/announcement/,
dist-23-chhatarpur-coll,Chhatarpur District Collectorate,,,
dist-23-chhindwara-coll,Chhindwara District Collectorate,https://chhindwara.nic.in/documents/,https://chhindwara.nic.in/notice_category/announcement/,
dist-23-damoh-coll,Damoh District Collectorate,https://damoh.nic.in/documents/,,
dist-23-datia-coll,Datia District Collectorate,https://datia.nic.in/documents/,,
dist-23-dewas-coll,Dewas District Collectorate,https://dewas.nic.in/documents/,,
dist-23-dhar-coll,Dhar District Collectorate,https://dhar.nic.in/documents/,,
dist-23-dindori-coll,Dindori District Collectorate,https://dindori.nic.in/documents/,,
dist-23-guna-coll,Guna District Collectorate,https://guna.nic.in/documents/,,
dist-23-gwalior-coll,Gwalior District Collectorate,https://gwalior.nic.in/documents/,,
dist-23-harda-coll,Harda District Collectorate,https://harda.nic.in/documents/,,
dist-23-indore-coll,Indore District Collectorate,https://indore.nic.in/documents/,,
dist-23-jabalpur-coll,Jabalpur District Collectorate,https://jabalpur.nic.in/documents/,,
dist-23-jhabua-coll,Jhabua District Collectorate,https://jhabua.nic.in/documents/,,
dist-23-katni-coll,Katni District Collectorate,https://katni.nic.in/documents/,,
dist-23-khandwa_east_nimar-coll,Khandwa (East Nimar) District Collectorate,https://khandwa.nic.in/documents/,,
dist-23-khargone_west_nimar-coll,Khargone (West Nimar) District Collectorate,https://khargone.nic.in/documents/,,
dist-23-mandla-coll,Mandla District Collectorate,https://mandla.nic.in/documents/,,
dist-23-mandsaur-coll,Mandsaur District Collectorate,https://mandsaur.nic.in/documents/,,
dist-23-mauganj-coll,MAUGANJ District Collectorate,https://mauganj.nic.in/en/documents/,,
dist-23-morena-coll,Morena District Collectorate,https://morena.nic.in/documents/,,https://morena.nic.in/notice_category/notices/
dist-23-narmadapuram-coll,Narmadapuram District Collectorate,https://narmadapuram.nic.in/documents/,,
dist-23-narsimhapur-coll,Narsimhapur District Collectorate,https://narsinghpur.nic.in/documents/,,
dist-23-neemuch-coll,Neemuch District Collectorate,https://neemuch.nic.in/documents/,,
dist-23-niwari-coll,Niwari District Collectorate,https://niwari.nic.in/documents/,,https://niwari.nic.in/notice_category/notices/
dist-23-panna-coll,Panna District Collectorate,https://panna.nic.in/documents/,,
dist-23-raisen-coll,Raisen District Collectorate,https://raisen.nic.in/documents/,https://raisen.nic.in/notice_category/announcement/,
dist-23-rajgarh-coll,Rajgarh District Collectorate,https://rajgarh.nic.in/documents/,,
dist-23-ratlam-coll,Ratlam District Collectorate,https://ratlam.nic.in/documents/,,
dist-23-rewa-coll,Rewa District Collectorate,https://rewa.nic.in/documents/,,
dist-23-sagar-coll,Sagar District Collectorate,https://sagar.nic.in/documents/,,
dist-23-satna-coll,Satna District Collectorate,https://satna.nic.in/documents/,,
dist-23-sehore-coll,Sehore District Collectorate,https://sehore.nic.in/documents/,,
dist-23-seoni-coll,Seoni District Collectorate,https://seoni.nic.in/documents/,,
dist-23-shahdol-coll,Shahdol District Collectorate,https://shahdol.nic.in/documents/,,
dist-23-shajapur-coll,Shajapur District Collectorate,https://shajapur.nic.in/documents/,,
dist-23-sheopur-coll,Sheopur District Collectorate,https://sheopur.nic.in/documents/,,
dist-23-shivpuri-coll,Shivpuri District Collectorate,https://shivpuri.nic.in/documents/,,
dist-23-sidhi-coll,Sidhi District Collectorate,https://sidhi.nic.in/documents/,,
dist-23-singrauli-coll,Singrauli District Collectorate,https://singrauli.nic.in/documents/,,
dist-23-tikamgarh-coll,Tikamgarh District Collectorate,https://tikamgarh.nic.in/documents/,,
dist-23-ujjain-coll,Ujjain District Collectorate,https://ujjain.nic.in/documents/,,
dist-23-umaria-coll,Umaria District Collectorate,https://umaria.nic.in/documents/,,
dist-23-vidisha-coll,Vidisha District Collectorate,https://vidisha.nic.in/documents/,,
dist-27-akola-coll,Akola District Collectorate,https://akola.gov.in/documents/,,
dist-27-amravati-coll,Amravati District Collectorate,https://amravati.gov.in/documents/,,
dist-27-beed-coll,Beed District Collectorate,https://beed.gov.in/documents/,,
dist-27-bhandara-coll,Bhandara District Collectorate,https://bhandara.gov.in/en/documents/,,
dist-27-buldhana-coll,Buldhana District Collectorate,https://buldhana.nic.in/documents/,,
dist-27-chandrapur-coll,Chandrapur District Collectorate,https://chanda.nic.in/documents/,,
dist-27-chhatrapati_sambhajinagar-coll,Chhatrapati Sambhajinagar District Collectorate,https://aurangabad.gov.in/documents/,,
dist-27-dharashiv-coll,Dharashiv District Collectorate,https://osmanabad.gov.in/documents/,,
dist-27-dhule-coll,Dhule District Collectorate,,,
dist-27-gadchiroli-coll,Gadchiroli District Collectorate,https://gadchiroli.gov.in/documents/,,
dist-27-gondia-coll,Gondia District Collectorate,https://gondia.gov.in/documents/,,
dist-27-hingoli-coll,Hingoli District Collectorate,https://hingoli.nic.in/documents/,,
dist-27-jalgaon-coll,Jalgaon District Collectorate,https://jalgaon.gov.in/documents/,,
dist-27-jalna-coll,Jalna District Collectorate,https://jalna.gov.in/documents/,,
dist-27-kolhapur-coll,Kolhapur District Collectorate,https://kolhapur.gov.in/documents/,,
dist-27-latur-coll,Latur District Collectorate,https://latur.gov.in/documents/,,
dist-27-mumbai-coll,Mumbai District Collectorate,https://mumbaicity.gov.in/documents/,,
dist-27-mumbai_suburban-coll,Mumbai Suburban District Collectorate,https://mumbaisuburban.gov.in/documents/,,
dist-27-nagpur-coll,Nagpur District Collectorate,https://nagpur.gov.in/documents/,,
dist-27-nanded-coll,Nanded District Collectorate,https://nanded.gov.in/documents/,,
dist-27-nandurbar-coll,Nandurbar District Collectorate,,,
dist-27-nashik-coll,Nashik District Collectorate,https://nashik.gov.in/documents/,,
dist-27-palghar-coll,Palghar District Collectorate,https://palghar.gov.in/documents/,,
dist-27-parbhani-coll,Parbhani District Collectorate,https://parbhani.gov.in/documents/,,
dist-27-pune-coll,Pune District Collectorate,https://pune.gov.in/documents/,,
dist-27-raigad-coll,Raigad District Collectorate,https://raigad.gov.in/documents/,,
dist-27-ratnagiri-coll,Ratnagiri District Collectorate,https://ratnagiri.gov.in/documents/,,
dist-27-sangli-coll,Sangli District Collectorate,https://sangli.nic.in/documents/,,
dist-27-satara-coll,Satara District Collectorate,https://www.satara.gov.in/documents/,,
dist-27-sindhudurg-coll,Sindhudurg District Collectorate,https://sindhudurg.nic.in/documents/,,
dist-27-solapur-coll,Solapur District Collectorate,https://solapur.gov.in/documents/,,
dist-27-thane-coll,Thane District Collectorate,https://thane.nic.in/documents/,,
dist-27-wardha-coll,Wardha District Collectorate,https://wardha.gov.in/documents/,,
dist-27-washim-coll,Washim District Collectorate,https://washim.gov.in/documents/,,
dist-27-yavatmal-coll,Yavatmal District Collectorate,https://yavatmal.gov.in/documents/,,
dist-14-bishnupur-coll,Bishnupur District Collectorate,https://bishnupur.nic.in/documents/,,
dist-14-chandel-coll,Chandel District Collectorate,https://chandel.nic.in/documents/,,
dist-14-churachandpur-coll,Churachandpur District Collectorate,https://churachandpur.nic.in/documents/,,
dist-14-imphal_east-coll,Imphal East District Collectorate,https://imphaleast.nic.in/documents/,,
dist-14-imphal_west-coll,Imphal West District Collectorate,https://imphalwest.nic.in/documents/,,
dist-14-kakching-coll,Kakching District Collectorate,https://kakching.nic.in/documents/,,
dist-14-kamjong-coll,Kamjong District Collectorate,https://kamjong.nic.in/documents/,,
dist-14-kangpokpi-coll,Kangpokpi District Collectorate,https://kangpokpi.nic.in/documents/,,
dist-14-pherzawl-coll,Pherzawl District Collectorate,https://pherzawl.nic.in/documents/,,
dist-14-senapati-coll,Senapati District Collectorate,https://senapati.nic.in/documents/,,
dist-14-tamenglong-coll,Tamenglong District Collectorate,https://tamenglong.nic.in/documents/,,
dist-14-tengnoupal-coll,Tengnoupal District Collectorate,https://tengnoupal.nic.in/documents/,,
dist-14-thoubal-coll,Thoubal District Collectorate,https://thoubal.nic.in/documents/,,
dist-14-ukhrul-coll,Ukhrul District Collectorate,https://ukhrul.nic.in/documents/,,
dist-17-east_garo_hills-coll,East Garo Hills District Collectorate,https://eastgarohills.gov.in/documents/,,
dist-17-east_jaintia_hills-coll,East Jaintia Hills District Collectorate,https://eastjaintiahills.gov.in/documents/,,
dist-17-east_khasi_hills-coll,East Khasi Hills District Collectorate,https://eastkhasihills.gov.in/documents/,,https://eastkhasihills.gov.in/notice_category/notices/
dist-17-eastern_west_khasi_hills-coll,Eastern West Khasi Hills District Collectorate,,,
dist-17-north_garo_hills-coll,North Garo Hills District Collectorate,https://northgarohills.gov.in/documents/,,
dist-17-ri_bhoi-coll,Ri Bhoi District Collectorate,https://ribhoi.gov.in/documents/,,
dist-17-south_garo_hills-coll,South Garo Hills District Collectorate,https://southgarohills.gov.in/documents/,,
dist-17-south_west_garo_hills-coll,South West Garo Hills District Collectorate,https://southwestgarohills.gov.in/documents/,,
dist-17-south_west_khasi_hills-coll,South West Khasi Hills District Collectorate,https://southwestkhasihills.gov.in/documents/,,
dist-17-west_garo_hills-coll,West Garo Hills District Collectorate,https://westgarohills.gov.in/documents/,,
dist-17-west_jaintia_hills-coll,West Jaintia Hills District Collectorate,https://westjaintiahills.gov.in/documents/,,
dist-17-west_khasi_hills-coll,West Khasi Hills District Collectorate,https://westkhasihills.gov.in/documents/,,
dist-15-aizawl-coll,Aizawl District Collectorate,,,
dist-15-champhai-coll,Champhai District Collectorate,https://champhai.nic.in/documents/,,
dist-15-kolasib-coll,Kolasib District Collectorate,,,
dist-15-lawngtlai-coll,Lawngtlai District Collectorate,https://lawngtlai.nic.in/documents/,,
dist-15-lunglei-coll,Lunglei District Collectorate,https://lunglei.nic.in/documents/,,
dist-15-mamit-coll,Mamit District Collectorate,https://mamit.nic.in/documents/,,
dist-15-serchhip-coll,Serchhip District Collectorate,https://serchhip.nic.in/documents/,,
dist-15-siaha-coll,Siaha District Collectorate,https://siaha.nic.in/documents/,,
dist-13-chumoukedima-coll,Chumoukedima District Collectorate,https://chumoukedima.nic.in/documents/,,
dist-13-dimapur-coll,Dimapur District Collectorate,https://dimapur.nic.in/documents/,,
dist-13-kiphire-coll,Kiphire District Collectorate,https://kiphire.nic.in/documents/,,
dist-13-kohima-coll,Kohima District Collectorate,https://kohima.nic.in/documents/,https://kohima.nic.in/notice_category/announcement/,
dist-13-longleng-coll,Longleng District Collectorate,https://longleng.nic.in/documents/,,
dist-13-mokokchung-coll,Mokokchung District Collectorate,https://mokokchung.nic.in/documents/,,
dist-13-mon-coll,Mon District Collectorate,https://mon.nic.in/documents/,,
dist-13-noklak-coll,Noklak District Collectorate,https://noklak.nic.in/documents/,,
dist-13-peren-coll,Peren District Collectorate,https://peren-district.nic.in/en/documents/,,
dist-13-phek-coll,Phek District Collectorate,https://phek.nic.in/documents/,,
dist-13-shamator-coll,Shamator District Collectorate,https://shamator.nic.in/documents/,,
dist-13-tseminyu-coll,Tseminyu District Collectorate,https://tseminyu.nic.in/documents/,,
dist-13-tuensang-coll,Tuensang District Collectorate,https://tuensang.nic.in/documents/,,
dist-13-wokha-coll,Wokha District Collectorate,https://wokha.nic.in/documents/,,
dist-13-zunheboto-coll,Zunheboto District Collectorate,https://zunheboto.nic.in/documents/,,
dist-21-balangir-coll,Balangir District Collectorate,,,
dist-21-bargarh-coll,Bargarh District Collectorate,,,
dist-21-bhadrak-coll,Bhadrak District Collectorate,,,
dist-21-boudh-coll,Boudh District Collectorate,,,
dist-21-cuttack-coll,Cuttack District Collectorate,,,
dist-21-deogarh-coll,Deogarh District Collectorate,,,
dist-21-dhenkanal-coll,Dhenkanal District Collectorate,,,
dist-21-gajapati-coll,Gajapati District Collectorate,,,
dist-21-ganjam-coll,Ganjam District Collectorate,,,
dist-21-jagatsinghapur-coll,Jagatsinghapur District Collectorate,,,
dist-21-jharsuguda-coll,Jharsuguda District Collectorate,,,
dist-21-kalahandi-coll,Kalahandi District Collectorate,,,
dist-21-kandhamal-coll,Kandhamal District Collectorate,,,
dist-21-kendrapara-coll,Kendrapara District Collectorate,,,
dist-21-khordha-coll,Khordha District Collectorate,,,
dist-21-koraput-coll,Koraput District Collectorate,,,
dist-21-malkangiri-coll,Malkangiri District Collectorate,,,
dist-21-mayurbhanj-coll,Mayurbhanj District Collectorate,,,
dist-21-nabarangpur-coll,Nabarangpur District Collectorate,,,
dist-21-nayagarh-coll,Nayagarh District Collectorate,,,
dist-21-nuapada-coll,Nuapada District Collectorate,,,
dist-21-puri-coll,Puri District Collectorate,,,
dist-21-rayagada-coll,Rayagada District Collectorate,,,
dist-21-sambalpur-coll,Sambalpur District Collectorate,,,
dist-21-sonepur-coll,Sonepur District Collectorate,,,
dist-21-sundargarh-coll,Sundargarh District Collectorate,,,
dist-34-karaikal-coll,Karaikal District Collectorate,https://karaikal.gov.in/documents/,,
dist-34-mahe-coll,Mahe District Collectorate,https://mahendragarh.gov.in/documents/,,
dist-34-puducherry-coll,Puducherry District Collectorate,https://puducherry-dt.gov.in/documents/,,
dist-3-amritsar-coll,Amritsar District Collectorate,https://amritsar.nic.in/documents/,,
dist-3-barnala-coll,Barnala District Collectorate,https://barnala.gov.in/documents/,,
dist-3-bathinda-coll,Bathinda District Collectorate,https://bathinda.nic.in/documents/,,
dist-3-faridkot-coll,Faridkot District Collectorate,https://faridkot.nic.in/documents/,,
dist-3-fatehgarh_sahib-coll,Fatehgarh Sahib District Collectorate,https://fatehgarhsahib.nic.in/documents/,,
dist-3-fazilka-coll,Fazilka District Collectorate,,,
dist-3-ferozepur-coll,Ferozepur District Collectorate,https://ferozepur.nic.in/documents/,,
dist-3-gurdaspur-coll,Gurdaspur District Collectorate,https://gurdaspur.nic.in/documents/,,
dist-3-hoshiarpur-coll,Hoshiarpur District Collectorate,https://hoshiarpur.nic.in/documents/,,
dist-3-jalandhar-coll,Jalandhar District Collectorate,https://jalandhar.nic.in/documents/,,
dist-3-kapurthala-coll,Kapurthala District Collectorate,https://kapurthala.gov.in/documents/,,
